order_id,late_order
0e364fa5c795,0.09032378530743981
3ef49bd5a55b,0.08801910726826784
9ab5b9685bd5,0.23612727040541526
bfce5b4fc4fa,0.5278658532343652
d94453ec8ec5,0.551665117040512
16fe6b6e9d6a,0.05180565183160308
ac5d5a986b9b,0.21212417717072152
1c7a4ea7f4c0,0.0477019061364642
1c0c5e19e4c6,0.15328553371222114
8cc176a0bf44,0.2006899533274692
378bf77edb03,0.1457596833054607
6170e21e95fe,0.40940902282850156
d0149dd2e352,0.137263985130527
ec189cf9511a,0.24998838086422573
8ce32429276b,0.0764308142445241
8f354881aca4,0.08527092604922407
5183af46e4b0,0.5494114747778037
aa23055aee87,0.2940328027463238
066f93ece0ae,0.5576552987415717
39ae0191e962,0.11423825499003835
1b18607a1f27,0.6159544527007546
ba817071efdb,0.1604449298341984
0ed5f650f94b,0.55066158655656
e16f0c63de78,0.5956619499079373
7fb235d6d8b9,0.02512077106281528
64b593da64e9,0.2577523043210049
ea4bd847f661,0.039291408132579975
fc7fbe5f0b2a,0.15517702851541784
fe4ee1985152,0.06179231387178619
857d63724a1e,0.036452335924388846
bed1287c41ce,0.6660037996697361
13ca636c8dac,0.0469756042941984
8f9a0c77cbb1,0.3868939454317947
576ca97329ce,0.19191617184266313
f241edf505df,0.1524425093756371
182c736118b7,0.10309312042917941
ea95131ba714,0.6304132660071509
d3e1d2614f20,0.17055831656580045
9051ca11d2f8,0.6722872829024665
d1c1bdc5d9f7,0.07407041493034755
ca9b4836f1f9,0.2265347771314761
b24db9cf96eb,0.2266669008553883
46af4693cd69,0.46784839149918805
0a46a4286fb6,0.03624419618513841
aacb3e1b33c1,0.06359879365530796
c9e3a96e7620,0.03289311260614885
e0bbd6dc2124,0.09513672357707312
e761df3df392,0.6750654926863411
8ed93ab778a6,0.9510101339402951
c46609af0688,0.7720544501712766
7857fdb71db2,0.09754352397742634
6eea11848b90,0.17825197708779764
d96042182df1,0.06325912232609146
9ae246762026,0.03829683912637398
78db5bb6a328,0.11283675722892482
7f16d1427b4f,0.2668540684094046
27ab0a828c44,0.2937205793309566
a66862c5ddbf,0.07488098940489991
1.38E+11,0.18663808321800143
0215864565d4,0.026424567226900328
8a1782fb24c4,0.04750375916736296
82cc27070cfc,0.16727012482550016
f21bbf2204db,0.49015661102979136
9479df381e25,0.1819540644441351
e1ad60b78f43,0.21057777607241362
1ab44bbf84b5,0.04574061941305252
c257b5fe2ebe,0.03549880338149164
ae7bdbcf4a34,0.2456888169492668
cfb77af236a1,0.05659699801238198
e4faf8484e9e,0.16825457692640158
c96bf16b758d,0.3239003377157169
289ab4b40bcd,0.13739490102093788
dd9089387a91,0.1856410987325954
d93ccb79c6b1,0.710602166385775
2bc5bebef7c8,0.4692134007132289
ffc5bd21f9cc,0.42875322266528976
23e372f00eae,0.3568721005816806
3799535e0ba4,0.2242637236442653
edfb07974b49,0.6232663885044434
8a42c9eea58e,0.11654043078498784
47503dbbbdd1,0.13602748852192562
8bafc7945806,0.6690540066873527
94b2b20a5a6a,0.2986034003546475
c6440780240a,0.7589353905500931
48d048f745e5,0.04441286555753449
cf0aad93949b,0.9269045935583271
8049ffb037fe,0.19097816091643297
a0b170600cdd,0.06521900701964682
f67d34eaccd4,0.10782965877477416
907989f190c0,0.4308238299436197
43b970a34462,0.060796115409032354
5c03e6b95bf5,0.13544150470863636
c6b6a9aecae0,0.2474062720841925
5e363c3bc56d,0.08169451088188447
6c44b38d677f,0.49313566568904066
f4db919ef45f,0.12673702903484838
b83b0f876780,0.24881318828951382
f03c5256ddf8,0.07187143496813109
9bf7802db0e9,0.4816460945381427
8d0f2a34ac98,0.03555284297030331
b1d216e9c667,0.02395076238450872
7bae9f061389,0.10773197137500971
7dd925f87554,0.1470227953533282
83b3ad051e26,0.2670883317254867
14d5952c9916,0.9533176436076644
